name,n,p,k,seed,time,ticks,sol_nodes,gap,time_lim,edges,cnnct_cmp,avg_clust,avg_deg,std_deg
wsg_0659,150,0.001,20,15,1801.66,876370.79,"203.0
",0.026757336486692825,True,2500,1,0.1422627039977666,20.0,2.5266578715766013
wsg_0660,150,0.001,30,1,1801.75,910488.69,"200.0
",0.050946776303577336,True,2500,1,0.07979794294655367,20.0,3.234810659064917
wsg_0661,150,0.001,30,2,1800.00,787061.68,"201.0
",0.05811961219864568,True,2500,1,0.07760537670094271,20.0,2.821347195933177
wsg_0662,150,0.001,30,3,1802.22,891628.99,"200.0
",0.0517290223617411,True,2500,1,0.07968728401803132,20.0,3.416430886173464
wsg_0663,150,0.001,30,4,1802.14,915174.10,"200.0
",0.05352398989896609,True,2500,1,0.07729843389068318,20.0,3.026549190084311
wsg_0664,150,0.001,30,5,1800.01,751314.88,"202.0
",0.06190799060592351,True,2500,1,0.07649235081854276,20.0,3.03315017762062
wsg_0665,150,0.001,30,6,0.06,19.05,"235.0
",0.0,False,3750,1,0.7241379310344828,30.0,0.0
wsg_0666,150,0.001,30,7,0.05,17.25,"235.0
",0.0,False,3750,1,0.7240274802690821,30.0,0.08944271909999159
wsg_0667,150,0.001,30,8,0.05,15.02,"234.0
",0.0,False,3750,1,0.723564849833148,30.0,0.08944271909999159
wsg_0668,150,0.001,30,9,0.06,19.05,"235.0
",0.0,False,3750,1,0.7241379310344828,30.0,0.0
wsg_0669,150,0.001,30,10,0.06,19.05,"235.0
",0.0,False,3750,1,0.7241379310344828,30.0,0.0
wsg_0670,150,0.001,30,11,0.06,19.95,"234.0
",0.0,False,3750,1,0.7231524762964141,30.0,0.12649110640673517
wsg_0671,150,0.001,30,12,0.05,14.10,"234.0
",0.0,False,3750,1,0.722397902431273,30.0,0.17888543819998318
wsg_0672,150,0.001,30,13,0.05,14.38,"234.0
",0.0,False,3750,1,0.7228341755389587,30.0,0.15491933384829668
wsg_0673,150,0.001,30,14,0.04,13.57,"234.0
",0.0,False,3750,1,0.7222253509190104,30.0,0.17888543819998318
wsg_0674,150,0.001,30,15,0.04,13.52,"233.0
",0.0,False,3750,1,0.722277472323746,30.0,0.15491933384829668
wsg_0675,150,0.01,2,1,0.04,13.44,"229.0
",0.0,False,3750,1,0.7062322745437316,30.0,0.5059644256269407
wsg_0676,150,0.01,2,2,0.07,17.94,"231.0
",0.0,False,3750,1,0.6984375767313474,30.0,0.593295878967653
wsg_0677,150,0.01,2,3,0.05,13.28,"231.0
",0.0,False,3750,1,0.7072313717181348,30.0,0.48166378315169184
wsg_0678,150,0.01,2,4,0.04,13.07,"229.0
",0.0,False,3750,1,0.6994704248106361,30.0,0.6066300355241241
wsg_0679,150,0.01,2,5,0.05,14.23,"229.0
",0.0,False,3750,1,0.7041087401141684,30.0,0.5366563145999496
wsg_0680,150,0.01,2,6,0.56,171.86,"223.0
",0.0,False,3750,1,0.5400307472204561,30.0,1.7274258305351347
wsg_0681,150,0.01,2,7,1.77,591.47,"223.0
",0.0,False,3750,1,0.5297245426120706,30.0,1.7753872816937717
wsg_0682,150,0.01,2,8,1.24,389.13,"224.0
",0.0,False,3750,1,0.5489725159745777,30.0,1.5974980438172686
wsg_0683,150,0.01,2,9,1.39,453.04,"223.0
",0.0,False,3750,1,0.537838692970122,30.0,1.5646085772486358
wsg_0684,150,0.01,2,10,1.38,408.09,"223.0
",0.0,False,3750,1,0.5339449655684572,30.0,1.6637307474468337
wsg_0685,150,0.01,2,11,268.04,103059.98,"218.0
",0.0,False,3750,1,0.3053160086395037,30.0,2.6922109872742146
wsg_0686,150,0.01,2,12,528.62,185853.24,"217.0
",0.0,False,3750,1,0.2904198812873817,30.0,2.705549851693737
wsg_0687,150,0.01,2,13,466.90,183477.69,"217.0
",0.0,False,3750,1,0.2930527098830024,30.0,2.8085583490467134
wsg_0688,150,0.01,2,14,681.17,276436.35,"217.0
",0.0,False,3750,1,0.29532407123832366,30.0,2.6290682760247974
wsg_0689,150,0.01,2,15,1232.65,460346.23,"218.0
",0.0,False,3750,1,0.2900407039341959,30.0,2.7202941017470885
wsg_0690,150,0.01,5,1,1802.09,870681.97,"215.0
",0.033771481165814285,True,3750,1,0.1685168809947417,30.0,3.0789608636681307
wsg_0691,150,0.01,5,2,1801.51,879932.64,"214.0
",0.03227694138986937,True,3750,1,0.1763320101935993,30.0,3.1292171544972716
wsg_0692,150,0.01,5,3,1801.26,866166.49,"215.0
",0.03730461422579088,True,3750,1,0.16756164156498346,30.0,3.1445190411253674
wsg_0693,150,0.01,5,4,1801.96,877581.39,"215.0
",0.033619074442773816,True,3750,1,0.1725731238000116,30.0,3.3274614948936674
wsg_0694,150,0.01,5,5,1801.63,876339.61,"215.0
",0.034157564745144635,True,3750,1,0.17317484737978983,30.0,3.4011762671170103
wsg_0695,150,0.01,5,6,1802.17,915068.19,"213.0
",0.05733490826896422,True,3750,1,0.12001210881430975,30.0,3.682390527904394
wsg_0696,150,0.01,5,7,1801.44,873538.11,"212.0
",0.05411907571283881,True,3750,1,0.11806192600267502,30.0,3.714835124201342
wsg_0697,150,0.01,5,8,1802.12,900440.21,"214.0
",0.06379789860414732,True,3750,1,0.11501101057287459,30.0,3.4467375879228173
wsg_0698,150,0.01,5,9,1801.27,891076.08,"212.0
",0.05321599840158581,True,3750,1,0.1167017404231309,30.0,3.7437948661752287
wsg_0699,150,0.01,5,10,1802.22,908184.01,"212.0
",0.05163260494743212,True,3750,1,0.11700949331707947,30.0,3.9140771581561853
wsg_0700,150,0.01,5,11,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0701,150,0.01,5,12,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0702,150,0.01,5,13,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0703,150,0.01,5,14,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0704,150,0.01,5,15,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0705,150,0.01,10,1,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0706,150,0.01,10,2,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0707,150,0.01,10,3,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0708,150,0.01,10,4,0.01,3.45,"150.0
",0.0,False,300,1,0.0,2.0,0.0
wsg_0709,150,0.01,10,5,0.04,12.75,"150.0
",0.0,False,300,1,0.0,2.0,0.08164965809277261
wsg_0710,150,0.01,10,6,0.02,5.26,"149.0
",0.0,False,300,1,0.0,2.0,0.16329931618554522
wsg_0711,150,0.01,10,7,0.03,7.89,"150.0
",0.0,False,300,1,0.0,2.0,0.11547005383792516
wsg_0712,150,0.01,10,8,0.01,3.55,"150.0
",0.0,False,300,1,0.0,2.0,0.16329931618554522
wsg_0713,150,0.01,10,9,0.02,4.54,"149.0
",0.0,False,300,1,0.0,2.0,0.16329931618554522
wsg_0714,150,0.01,10,10,0.03,6.79,"150.0
",0.0,False,300,1,0.0,2.0,0.11547005383792516
wsg_0715,150,0.01,10,11,0.00,1.20,"146.0
",0.0,False,300,1,0.0,2.0,0.43969686527576396
wsg_0716,150,0.01,10,12,0.01,1.33,"145.0
",0.0,False,300,1,0.0,2.0,0.4472135954999579
wsg_0717,150,0.01,10,13,0.01,1.45,"145.0
",0.0,False,300,1,0.0,2.0,0.469041575982343
wsg_0718,150,0.01,10,14,0.01,1.66,"148.0
",0.0,False,300,3,0.0,2.0,0.4242640687119285
wsg_0719,150,0.01,10,15,0.01,1.57,"148.0
",0.0,False,300,1,0.0,2.0,0.37416573867739417
wsg_0720,150,0.01,20,1,0.00,0.88,"139.0
",0.0,False,300,2,0.0,2.0,0.7071067811865476
wsg_0721,150,0.01,20,2,0.00,0.88,"137.0
",0.0,False,300,2,0.005,2.0,0.7071067811865476
wsg_0722,150,0.01,20,3,0.00,0.79,"138.0
",0.0,False,300,3,0.0,2.0,0.7071067811865476
wsg_0723,150,0.01,20,4,0.01,0.85,"140.0
",0.0,False,300,3,0.0,2.0,0.7302967433402214
wsg_0724,150,0.01,20,5,0.00,1.00,"142.0
",0.0,False,300,1,0.0,2.0,0.6831300510639732
wsg_0725,150,0.01,20,6,0.00,0.66,"128.0
",0.0,False,300,3,0.0,2.0,0.8602325267042626
wsg_0726,150,0.01,20,7,0.00,0.64,"138.0
",0.0,False,300,3,0.005555555555555555,2.0,0.8602325267042626
wsg_0727,150,0.01,20,8,0.01,0.97,"138.0
",0.0,False,300,3,0.007777777777777777,2.0,0.8366600265340756
wsg_0728,150,0.01,20,9,0.00,0.77,"139.0
",0.0,False,300,1,0.0,2.0,0.8406346808612327
wsg_0729,150,0.01,20,10,0.00,0.67,"134.0
",0.0,False,300,2,0.0,2.0,0.848528137423857
wsg_0730,150,0.01,20,11,0.00,0.64,"132.0
",0.0,False,300,3,0.0,2.0,0.9695359714832658
wsg_0731,150,0.01,20,12,0.00,0.58,"127.0
",0.0,False,300,1,0.0,2.0,1.055146119422961
wsg_0732,150,0.01,20,13,0.00,0.54,"130.0
",0.0,False,300,4,0.0,2.0,0.9521904571390466
wsg_0733,150,0.01,20,14,0.00,0.55,"130.0
",0.0,False,300,2,0.0,2.0,0.9451631252505217
wsg_0734,150,0.01,20,15,0.00,0.57,"124.0
",0.0,False,300,3,0.004666666666666666,2.0,1.055146119422961
wsg_0735,150,0.01,30,1,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0736,150,0.01,30,2,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0737,150,0.01,30,3,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0738,150,0.01,30,4,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0739,150,0.01,30,5,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0740,150,0.01,30,6,0.02,3.66,"200.0
",0.0,False,600,1,0.49877777777777776,4.0,0.08164965809277261
wsg_0741,150,0.01,30,7,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0742,150,0.01,30,8,0.02,4.13,"200.0
",0.0,False,600,1,0.5,4.0,0.0
wsg_0743,150,0.01,30,9,0.02,3.96,"200.0
",0.0,False,600,1,0.49877777777777776,4.0,0.08164965809277261
wsg_0744,150,0.01,30,10,0.06,16.86,"200.0
",0.0,False,600,1,0.4953333333333333,4.0,0.11547005383792516
wsg_0745,150,0.01,30,11,0.02,3.66,"198.0
",0.0,False,600,1,0.48377777777777775,4.0,0.2
wsg_0746,150,0.01,30,12,0.02,3.70,"199.0
",0.0,False,600,1,0.487,4.0,0.21602468994692867
wsg_0747,150,0.01,30,13,0.06,17.88,"200.0
",0.0,False,600,1,0.4862222222222222,4.0,0.16329931618554522
wsg_0748,150,0.01,30,14,0.02,3.71,"199.0
",0.0,False,600,1,0.48611111111111105,4.0,0.18257418583505536
wsg_0749,150,0.01,30,15,0.02,4.36,"200.0
",0.0,False,600,1,0.48899999999999993,4.0,0.16329931618554522
wsg_0750,150,0.1,2,1,0.01,3.16,"190.0
",0.0,False,600,1,0.38176190476190475,4.0,0.5887840577551898
wsg_0751,150,0.1,2,2,0.05,13.07,"189.0
",0.0,False,600,1,0.3692222222222223,4.0,0.6164414002968976
wsg_0752,150,0.1,2,3,0.02,3.96,"192.0
",0.0,False,600,1,0.3546666666666667,4.0,0.648074069840786
wsg_0753,150,0.1,2,4,0.16,62.91,"192.0
",0.0,False,600,1,0.38717460317460317,4.0,0.6782329983125268
wsg_0754,150,0.1,2,5,0.01,3.15,"191.0
",0.0,False,600,1,0.37711111111111106,4.0,0.6271629240742259
wsg_0755,150,0.1,2,6,0.07,17.18,"180.0
",0.0,False,600,1,0.23099999999999998,4.0,1.0099504938362078
wsg_0756,150,0.1,2,7,0.18,46.30,"178.0
",0.0,False,600,1,0.21098412698412697,4.0,1.0832051206181281
wsg_0757,150,0.1,2,8,0.10,27.94,"176.0
",0.0,False,600,1,0.18511111111111112,4.0,1.055146119422961
wsg_0758,150,0.1,2,9,0.34,79.32,"178.0
",0.0,False,600,1,0.19542857142857142,4.0,1.0327955589886444
wsg_0759,150,0.1,2,10,0.15,38.41,"177.0
",0.0,False,600,1,0.18857142857142858,4.0,1.019803902718557
wsg_0760,150,0.1,2,11,0.37,97.93,"168.0
",0.0,False,600,1,0.0778888888888889,4.0,1.2382783747337807
wsg_0761,150,0.1,2,12,1.41,336.04,"171.0
",0.0,False,600,1,0.06507407407407406,4.0,1.2055427546683417
wsg_0762,150,0.1,2,13,1.90,449.61,"170.0
",0.0,False,600,1,0.04997619047619048,4.0,1.2355835328567093
wsg_0763,150,0.1,2,14,1.60,396.07,"172.0
",0.0,False,600,1,0.08573015873015873,4.0,1.2409673645990857
wsg_0764,150,0.1,2,15,1.07,273.54,"170.0
",0.0,False,600,1,0.05689682539682539,4.0,1.230176139149729
wsg_0765,150,0.1,5,1,2.60,663.54,"168.0
",0.0,False,600,1,0.014158730158730159,4.0,1.3038404810405297
wsg_0766,150,0.1,5,2,1.77,423.55,"164.0
",0.0,False,600,1,0.01171139971139971,4.0,1.3759844960366863
wsg_0767,150,0.1,5,3,2.90,700.74,"166.0
",0.0,False,600,1,0.010047619047619048,4.0,1.2727922061357855
wsg_0768,150,0.1,5,4,2.74,699.80,"167.0
",0.0,False,600,1,0.006515873015873016,4.0,1.3662601021279464
wsg_0769,150,0.1,5,5,3.18,738.43,"165.0
",0.0,False,600,1,0.012484126984126985,4.0,1.465150731722394
wsg_0770,150,0.1,5,6,0.03,7.96,"250.0
",0.0,False,1500,1,0.6666666666666666,10.0,0.0
wsg_0771,150,0.1,5,7,0.03,7.96,"250.0
",0.0,False,1500,1,0.6666666666666666,10.0,0.0
wsg_0772,150,0.1,5,8,0.03,7.96,"250.0
",0.0,False,1500,1,0.6666666666666666,10.0,0.0
wsg_0773,150,0.1,5,9,0.03,7.96,"250.0
",0.0,False,1500,1,0.6666666666666666,10.0,0.0
wsg_0774,150,0.1,5,10,0.03,7.96,"250.0
",0.0,False,1500,1,0.6666666666666666,10.0,0.0
wsg_0775,150,0.1,5,11,0.03,7.33,"250.0
",0.0,False,1500,1,0.6651329966329965,10.0,0.08164965809277261
wsg_0776,150,0.1,5,12,0.03,7.23,"250.0
",0.0,False,1500,1,0.6658552188552189,10.0,0.08164965809277261
wsg_0777,150,0.1,5,13,0.03,7.96,"250.0
",0.0,False,1500,1,0.6666666666666666,10.0,0.0
wsg_0778,150,0.1,5,14,0.03,6.51,"250.0
",0.0,False,1500,1,0.6638400673400673,10.0,0.11547005383792516
wsg_0779,150,0.1,5,15,0.03,7.01,"249.0
",0.0,False,1500,1,0.6633585858585859,10.0,0.11547005383792516
wsg_0780,150,0.1,10,1,0.02,5.88,"247.0
",0.0,False,1500,1,0.6477450697450697,10.0,0.2943920288775949
wsg_0781,150,0.1,10,2,0.02,5.67,"247.0
",0.0,False,1500,1,0.6409427609427609,10.0,0.4
wsg_0782,150,0.1,10,3,0.03,6.47,"248.0
",0.0,False,1500,1,0.649956228956229,10.0,0.30550504633038933
wsg_0783,150,0.1,10,4,0.03,6.28,"248.0
",0.0,False,1500,1,0.6466565656565657,10.0,0.31622776601683794
wsg_0784,150,0.1,10,5,0.05,10.85,"248.0
",0.0,False,1500,1,0.6478011063011064,10.0,0.30550504633038933
wsg_0785,150,0.1,10,6,0.31,80.52,"233.9999999999995
",0.0,False,1500,1,0.5136571576571576,10.0,0.8906926143924925
wsg_0786,150,0.1,10,7,0.28,71.69,"235.0
",0.0,False,1500,1,0.48594609094609087,10.0,1.003327796219494
wsg_0787,150,0.1,10,8,0.28,72.55,"233.0
",0.0,False,1500,1,0.4828105228105229,10.0,0.9591663046625439
wsg_0788,150,0.1,10,9,0.43,112.20,"235.0
",0.0,False,1500,1,0.4908895733895734,10.0,0.9899494936611666
wsg_0789,150,0.1,10,10,0.17,47.91,"233.0
",0.0,False,1500,1,0.46868289118289125,10.0,1.003327796219494
wsg_0790,150,0.1,10,11,5.84,2076.98,"224.0
",0.0,False,1500,1,0.27968063418063416,10.0,1.4605934866804429
wsg_0791,150,0.1,10,12,15.20,5713.98,"222.0
",0.0,False,1500,1,0.2520276205276205,10.0,1.7107503227141787
wsg_0792,150,0.1,10,13,23.47,8634.51,"221.0
",0.0,False,1500,1,0.2314332334332334,10.0,1.6289055630494156
wsg_0793,150,0.1,10,14,9.68,3556.48,"221.0
",0.0,False,1500,1,0.25415693565693565,10.0,1.5620499351813308
wsg_0794,150,0.1,10,15,20.40,7606.63,"222.0
",0.0,False,1500,1,0.23482140082140082,10.0,1.531883372410141
wsg_0795,150,0.1,20,1,1801.04,801033.14,"217.0
",0.016641065028154017,True,1500,1,0.1147745495245495,10.0,1.8601075237738274
wsg_0796,150,0.1,20,2,1800.00,821528.97,"215.0
",0.008764484628644195,True,1500,1,0.11747097727980081,10.0,2.006655592438988
wsg_0797,150,0.1,20,3,1800.92,828624.99,"214.0
",0.017507296194544462,True,1500,1,0.0838689926631103,10.0,1.9782146833277054
wsg_0798,150,0.1,20,4,1801.12,816995.66,"216.0
",0.011726011726006192,True,1500,1,0.11542920042920042,10.0,1.969771560359221
wsg_0799,150,0.1,20,5,1784.32,797591.29,"214.0
",0.0,False,1500,1,0.0993011248011248,10.0,1.9882991056008985
wsg_0800,150,0.1,20,6,1801.26,886628.05,"211.0
",0.052204295937821756,True,1500,1,0.02981956883272673,10.0,2.172556098240043
wsg_0801,150,0.1,20,7,1801.53,884384.79,"211.0
",0.04887164894833007,True,1500,1,0.02872418540065599,10.0,2.240535650240808
wsg_0802,150,0.1,20,8,1801.68,889168.95,"214.0
",0.061021079290412714,True,1500,1,0.033347507268559895,10.0,2.051016008388688
wsg_0803,150,0.1,20,9,1801.52,890390.70,"211.0
",0.04763219019956411,True,1500,1,0.02895186784892667,10.0,2.1291625896895083
wsg_0804,150,0.1,20,10,1801.51,891013.83,"212.0
",0.051658447414984085,True,1500,1,0.03224348091995151,10.0,2.164871050817269
wsg_0805,150,0.1,20,11,0.06,18.50,"273.0
",0.0,False,3000,1,0.7105263157894736,20.0,0.0
wsg_0806,150,0.1,20,12,0.08,16.20,"273.0
",0.0,False,3000,1,0.7100181008075744,20.0,0.08164965809277261
wsg_0807,150,0.1,20,13,0.05,14.77,"273.0
",0.0,False,3000,1,0.7098543581175158,20.0,0.08164965809277261
wsg_0808,150,0.1,20,14,0.06,18.50,"273.0
",0.0,False,3000,1,0.7105263157894736,20.0,0.0
wsg_0809,150,0.1,20,15,0.06,18.50,"273.0
",0.0,False,3000,1,0.7105263157894736,20.0,0.0
wsg_0810,150,0.1,30,1,0.04,11.82,"272.0
",0.0,False,3000,1,0.7091824004455582,20.0,0.11547005383792516
wsg_0811,150,0.1,30,2,0.05,14.47,"273.0
",0.0,False,3000,1,0.708927596769702,20.0,0.11547005383792516
wsg_0812,150,0.1,30,3,0.05,14.47,"273.0
",0.0,False,3000,1,0.7093478139793927,20.0,0.11547005383792516
wsg_0813,150,0.1,30,4,0.04,11.02,"272.0
",0.0,False,3000,1,0.7072225006961848,20.0,0.18257418583505536
wsg_0814,150,0.1,30,5,0.04,10.94,"272.0
",0.0,False,3000,1,0.7085288220551377,20.0,0.1414213562373095
wsg_0815,150,0.1,30,6,0.06,18.21,"268.0
",0.0,False,3000,1,0.6946388490537098,20.0,0.38297084310253526
wsg_0816,150,0.1,30,7,0.06,17.16,"268.0
",0.0,False,3000,1,0.6817837642233926,20.0,0.5537749241945383
wsg_0817,150,0.1,30,8,0.05,12.30,"269.0
",0.0,False,3000,1,0.6907944862155388,20.0,0.41633319989322654
wsg_0818,150,0.1,30,9,0.04,10.54,"268.0
",0.0,False,3000,1,0.6880389044506692,20.0,0.48304589153964794
wsg_0819,150,0.1,30,10,0.04,10.32,"269.0
",0.0,False,3000,1,0.6930738655908935,20.0,0.4242640687119285
wsg_0820,150,0.1,30,11,1.00,286.23,"257.0
",0.0,False,3000,1,0.5344163274930201,20.0,1.4787382008545888
wsg_0821,150,0.1,30,12,1.23,353.71,"258.0
",0.0,False,3000,1,0.5226445840569545,20.0,1.3880441875771343
wsg_0822,150,0.1,30,13,1.10,323.43,"258.0
",0.0,False,3000,1,0.5337560475661499,20.0,1.4023789311975086
wsg_0823,150,0.1,30,14,0.84,240.90,"258.0
",0.0,False,3000,1,0.5190717190169876,20.0,1.47648230602334
wsg_0824,150,0.1,30,15,0.94,273.26,"256.0
",0.0,False,3000,1,0.5177414235605109,20.0,1.4832396974191326
wsg_0825,150,0.3,2,1,196.96,79192.13,"247.99999999999997
",0.0,False,3000,1,0.2840266607472916,20.0,2.3323807579381204
wsg_0826,150,0.3,2,2,595.68,234731.43,"249.0
",0.0,False,3000,1,0.2730904816742412,20.0,2.244994432064365
wsg_0827,150,0.3,2,3,353.97,130211.22,"248.0
",0.0,False,3000,1,0.26540261607062426,20.0,2.2045407685048604
wsg_0828,150,0.3,2,4,1404.07,505901.62,"249.0
",0.0,False,3000,1,0.2699930951008081,20.0,2.2135943621178655
wsg_0829,150,0.3,2,5,431.20,156886.84,"248.0
",0.0,False,3000,1,0.26722521143573774,20.0,2.2847319317591723
wsg_0830,150,0.3,2,6,1801.24,853874.77,"243.0
",0.03858344753798941,True,3000,1,0.13549688573799712,20.0,2.7736858750286295
wsg_0831,150,0.3,2,7,1801.77,857475.67,"246.0
",0.04901694107121009,True,3000,1,0.1372776147168865,20.0,2.6444911293731606
wsg_0832,150,0.3,2,8,1800.00,777864.30,"246.0
",0.056659583153579,True,3000,1,0.12360092518603309,20.0,2.7067816067549053
wsg_0833,150,0.3,2,9,1801.87,852942.27,"243.0
",0.0402851369268424,True,3000,1,0.13204859454545143,20.0,2.745906043549196
wsg_0834,150,0.3,2,10,1800.82,818428.93,"244.0
",0.044973231528082726,True,3000,1,0.1337680954884145,20.0,2.8554042329122744
wsg_0835,150,0.3,2,11,1801.11,860386.09,"241.0
",0.07903335426886803,True,3000,1,0.0670550896726097,20.0,3.0615900008546757
wsg_0836,150,0.3,2,12,1801.42,860703.90,"241.0
",0.07579242811008202,True,3000,1,0.06760527486643547,20.0,3.0681155997343605
wsg_0837,150,0.3,2,13,1801.99,874175.23,"241.0
",0.07920559085358257,True,3000,1,0.0651458056106632,20.0,3.012197426021962
wsg_0838,150,0.3,2,14,1801.50,884310.83,"242.0
",0.08196980960054204,True,3000,1,0.06360084449635517,20.0,2.916619047230314
wsg_0839,150,0.3,2,15,1801.82,870491.19,"241.0
",0.08155935790827704,True,3000,1,0.06145984357799262,20.0,3.180146747138146
wsg_0840,150,0.3,5,1,0.07,23.66,"282.0
",0.0,False,4500,1,0.724137931034483,30.0,0.0
wsg_0841,150,0.3,5,2,0.06,17.11,"281.0
",0.0,False,4500,1,0.7233710825079013,30.0,0.11547005383792516
wsg_0842,150,0.3,5,3,0.06,18.54,"281.0
",0.0,False,4500,1,0.7236132916644598,30.0,0.08164965809277261
wsg_0843,150,0.3,5,4,0.09,23.66,"282.0
",0.0,False,4500,1,0.724137931034483,30.0,0.0
wsg_0844,150,0.3,5,5,0.07,23.66,"282.0
",0.0,False,4500,1,0.724137931034483,30.0,0.0
wsg_0845,150,0.3,5,6,0.05,16.83,"281.0
",0.0,False,4500,1,0.7229087169165034,30.0,0.1414213562373095
wsg_0846,150,0.3,5,7,0.05,16.24,"281.0
",0.0,False,4500,1,0.7219389621625439,30.0,0.18257418583505536
wsg_0847,150,0.3,5,8,0.05,16.71,"281.0
",0.0,False,4500,1,0.722843812348818,30.0,0.1414213562373095
wsg_0848,150,0.3,5,9,0.05,16.53,"280.0
",0.0,False,4500,1,0.721628034676978,30.0,0.18257418583505536
wsg_0849,150,0.3,5,10,0.05,16.80,"280.0
",0.0,False,4500,1,0.7216167876123382,30.0,0.18257418583505536
wsg_0850,150,0.3,5,11,0.08,23.86,"276.0
",0.0,False,4500,1,0.7077753598452523,30.0,0.5099019513592785
wsg_0851,150,0.3,5,12,0.06,18.26,"275.0
",0.0,False,4500,1,0.6957386712749616,30.0,0.6164414002968976
wsg_0852,150,0.3,5,13,0.09,27.64,"278.0
",0.0,False,4500,1,0.7046614033719614,30.0,0.5354126134736337
wsg_0853,150,0.3,5,14,0.06,17.63,"277.0
",0.0,False,4500,1,0.7021409384913277,30.0,0.594418483337567
wsg_0854,150,0.3,5,15,0.05,16.87,"277.0
",0.0,False,4500,1,0.7054490409685069,30.0,0.4898979485566356
wsg_0855,150,0.3,10,1,1.81,583.71,"268.0
",0.0,False,4500,1,0.5390438360687799,30.0,1.6
wsg_0856,150,0.3,10,2,0.63,198.86,"266.00000000000006
",0.0,False,4500,1,0.5396199476441627,30.0,1.7339742404853271
wsg_0857,150,0.3,10,3,1.57,527.10,"268.0
",0.0,False,4500,1,0.550380108907724,30.0,1.5231546211727816
wsg_0858,150,0.3,10,4,2.21,732.13,"268.0
",0.0,False,4500,1,0.5425748583950263,30.0,1.783255450012701
wsg_0859,150,0.3,10,5,2.81,965.57,"268.0
",0.0,False,4500,1,0.5330939452569995,30.0,1.7126976771553504
wsg_0860,150,0.3,10,6,1800.01,714386.10,"261.0
",0.00588988130749082,True,4500,1,0.2979820064935795,30.0,2.594866727470475
wsg_0861,150,0.3,10,7,954.41,408814.89,"260.0
",0.0,False,4500,1,0.29401175699768084,30.0,2.748332827976505
wsg_0862,150,0.3,10,8,1800.01,774508.10,"260.0
",0.010123575790000332,True,4500,1,0.2804854851188778,30.0,2.7067816067549053
wsg_0863,150,0.3,10,9,1755.56,666986.37,"259.0
",0.0,False,4500,1,0.28482287156202113,30.0,2.5311394008759507
wsg_0864,150,0.3,10,10,1800.01,789729.26,"261.0
",0.01082833600605136,True,4500,1,0.2870754799926175,30.0,2.7519689920733725
wsg_0865,150,0.3,10,11,1801.41,871333.42,"258.0
",0.04851969782975713,True,4500,1,0.159328894302076,30.0,3.210399767422535
wsg_0866,150,0.3,10,12,1800.99,873309.68,"256.0
",0.04027371709893616,True,4500,1,0.16129108553634508,30.0,3.3674916480965473
wsg_0867,150,0.3,10,13,1801.25,873424.47,"258.0
",0.05499567450699557,True,4500,1,0.14969197643856705,30.0,3.2269696827415864
wsg_0868,150,0.3,10,14,1801.07,852266.34,"258.0
",0.05007990115009399,True,4500,1,0.15991692728650753,30.0,3.173851498311371
wsg_0869,150,0.3,10,15,1801.13,860279.52,"257.0
",0.047446852878430236,True,4500,1,0.1574594599308809,30.0,3.2690467519854574
wsg_0870,150,0.3,20,1,1801.25,880793.14,"254.0
",0.08040399870172309,True,4500,1,0.09624871584319995,30.0,3.746998799039039
wsg_0871,150,0.3,20,2,1800.99,881917.75,"255.0
",0.08171482066455898,True,4500,1,0.09727121071545224,30.0,3.615706477762449
wsg_0872,150,0.3,20,3,1801.10,876273.04,"256.0
",0.08502726057035025,True,4500,1,0.09828823636085678,30.0,3.765634076752546
wsg_0873,150,0.3,20,4,1801.30,880905.69,"256.0
",0.08534661491837423,True,4500,1,0.09602379712183912,30.0,3.655133376499413
wsg_0874,150,0.3,20,5,1801.28,889029.16,"255.0
",0.08484836287514026,True,4500,1,0.09803557234494852,30.0,3.780652501002087
wsg_0875,150,0.3,20,6,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0876,150,0.3,20,7,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0877,150,0.3,20,8,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0878,150,0.3,20,9,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
