name,n,p,k,seed,time,ticks,sol_nodes,gap,time_lim,edges,cnnct_cmp,avg_clust,avg_deg,std_deg
wsg_0879,150,0.3,20,10,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0880,150,0.3,20,11,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0881,150,0.3,20,12,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0882,150,0.3,20,13,0.02,6.74,"250.0
",0.0,False,500,1,0.0,2.0,0.0
wsg_0883,150,0.3,20,14,0.10,34.80,"250.0
",0.0,False,500,1,0.0,2.0,0.06324555320336758
wsg_0884,150,0.3,20,15,0.10,34.96,"250.0
",0.0,False,500,1,0.0,2.0,0.06324555320336758
wsg_0885,150,0.3,30,1,0.08,12.90,"250.0
",0.0,False,500,1,0.0,2.0,0.1673320053068151
wsg_0886,150,0.3,30,2,0.04,10.97,"250.0
",0.0,False,500,2,0.0,2.0,0.12649110640673517
wsg_0887,150,0.3,30,3,0.06,20.40,"250.0
",0.0,False,500,1,0.0,2.0,0.10954451150103323
wsg_0888,150,0.3,30,4,0.04,13.97,"249.0
",0.0,False,500,2,0.0,2.0,0.1414213562373095
wsg_0889,150,0.3,30,5,0.04,11.89,"251.0
",0.0,False,500,2,0.0,2.0,0.1414213562373095
wsg_0890,150,0.3,30,6,0.01,3.21,"245.0
",0.0,False,500,2,0.0,2.0,0.4147288270665544
wsg_0891,150,0.3,30,7,0.01,2.86,"245.0
",0.0,False,500,1,0.0,2.0,0.4472135954999579
wsg_0892,150,0.3,30,8,0.01,2.48,"245.0
",0.0,False,500,1,0.0,2.0,0.433589667773576
wsg_0893,150,0.3,30,9,0.01,2.41,"248.0
",0.0,False,500,3,0.0,2.0,0.4774934554525329
wsg_0894,150,0.3,30,10,0.01,2.19,"243.0
",0.0,False,500,2,0.0,2.0,0.4732863826479693
wsg_0895,150,0.3,30,11,0.01,1.42,"233.0
",0.0,False,500,2,0.0,2.0,0.7348469228349535
wsg_0896,150,0.3,30,12,0.01,1.65,"234.0
",0.0,False,500,3,0.002666666666666667,2.0,0.6928203230275509
wsg_0897,150,0.3,30,13,0.01,1.36,"232.0
",0.0,False,500,1,0.0,2.0,0.726636084983398
wsg_0898,150,0.3,30,14,0.01,1.47,"235.0
",0.0,False,500,3,0.003333333333333333,2.0,0.7071067811865476
wsg_0899,150,0.3,30,15,0.01,1.31,"233.0
",0.0,False,500,3,0.0,2.0,0.6723094525588644
wsg_0900,150,0.5,2,1,0.00,1.15,"223.0
",0.0,False,500,1,0.0,2.0,0.8461678320522472
wsg_0901,150,0.5,2,2,0.00,1.14,"226.0
",0.0,False,500,3,0.0,2.0,0.8831760866327847
wsg_0902,150,0.5,2,3,0.00,1.13,"227.0
",0.0,False,500,2,0.0,2.0,0.8648699324175861
wsg_0903,150,0.5,2,4,0.01,1.30,"227.0
",0.0,False,500,4,0.0,2.0,0.8579044235810886
wsg_0904,150,0.5,2,5,0.00,1.11,"221.0
",0.0,False,500,1,0.0,2.0,0.9011104260855048
wsg_0905,150,0.5,2,6,0.01,1.12,"219.0
",0.0,False,500,6,0.006,2.0,0.9777525249264253
wsg_0906,150,0.5,2,7,0.00,1.04,"221.0
",0.0,False,500,3,0.004333333333333334,2.0,0.9715966241192895
wsg_0907,150,0.5,2,8,0.00,1.09,"215.0
",0.0,False,500,3,0.0,2.0,0.950789145920377
wsg_0908,150,0.5,2,9,0.00,0.99,"217.0
",0.0,False,500,2,0.0,2.0,1.0059821071967434
wsg_0909,150,0.5,2,10,0.00,1.01,"215.0
",0.0,False,500,2,0.0,2.0,0.997997995989972
wsg_0910,150,0.5,2,11,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0911,150,0.5,2,12,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0912,150,0.5,2,13,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0913,150,0.5,2,14,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0914,150,0.5,2,15,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0915,150,0.5,5,1,0.03,8.38,"333.0
",0.0,False,1000,1,0.49926666666666664,4.0,0.06324555320336758
wsg_0916,150,0.5,5,2,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0917,150,0.5,5,3,0.03,9.56,"334.0
",0.0,False,1000,1,0.5,4.0,0.0
wsg_0918,150,0.5,5,4,0.03,7.59,"333.0
",0.0,False,1000,1,0.49793333333333334,4.0,0.06324555320336758
wsg_0919,150,0.5,5,5,0.03,7.57,"333.0
",0.0,False,1000,1,0.4972,4.0,0.08944271909999159
wsg_0920,150,0.5,5,6,0.03,6.26,"331.0
",0.0,False,1000,1,0.48286666666666667,4.0,0.20976176963403032
wsg_0921,150,0.5,5,7,0.03,6.63,"332.0
",0.0,False,1000,1,0.4883333333333334,4.0,0.18973665961010275
wsg_0922,150,0.5,5,8,0.03,7.41,"332.0
",0.0,False,1000,1,0.4913333333333333,4.0,0.1414213562373095
wsg_0923,150,0.5,5,9,0.03,7.22,"331.0
",0.0,False,1000,1,0.48406666666666665,4.0,0.2449489742783178
wsg_0924,150,0.5,5,10,0.09,24.61,"332.0
",0.0,False,1000,1,0.48446666666666666,4.0,0.22803508501982758
wsg_0925,150,0.5,5,11,0.08,27.69,"322.0
",0.0,False,1000,1,0.3875523809523809,4.0,0.5865151319446071
wsg_0926,150,0.5,5,12,0.10,28.05,"316.0
",0.0,False,1000,1,0.36133333333333334,4.0,0.6292853089020909
wsg_0927,150,0.5,5,13,0.05,14.57,"319.0
",0.0,False,1000,1,0.37073333333333336,4.0,0.6663332499583072
wsg_0928,150,0.5,5,14,0.02,5.68,"313.0
",0.0,False,1000,1,0.34973333333333334,4.0,0.6841052550594828
wsg_0929,150,0.5,5,15,0.02,5.83,"314.0
",0.0,False,1000,1,0.3512,4.0,0.648074069840786
wsg_0930,150,0.5,10,1,0.42,101.76,"299.0
",0.0,False,1000,1,0.20481428571428573,4.0,1.0507140429250958
wsg_0931,150,0.5,10,2,0.41,103.62,"296.0
",0.0,False,1000,1,0.18451904761904764,4.0,1.0158740079360236
wsg_0932,150,0.5,10,3,0.40,106.04,"295.0
",0.0,False,1000,1,0.18383809523809522,4.0,1.0488088481701516
wsg_0933,150,0.5,10,4,0.03,8.38,"294.0
",0.0,False,1000,1,0.19487619047619045,4.0,1.0373041983911953
wsg_0934,150,0.5,10,5,1.23,308.16,"296.0
",0.0,False,1000,1,0.1598047619047619,4.0,1.0
wsg_0935,150,0.5,10,6,2.51,654.88,"283.0
",0.0,False,1000,1,0.08314285714285714,4.0,1.224744871391589
wsg_0936,150,0.5,10,7,1.35,342.90,"280.0
",0.0,False,1000,1,0.07627460317460318,4.0,1.2649110640673518
wsg_0937,150,0.5,10,8,2.64,629.53,"280.0
",0.0,False,1000,1,0.06242380952380953,4.0,1.2868566353716329
wsg_0938,150,0.5,10,9,2.87,831.64,"284.0
",0.0,False,1000,1,0.08275079365079364,4.0,1.2633289357883006
wsg_0939,150,0.5,10,10,4.15,1056.84,"284.0
",0.0,False,1000,1,0.06155238095238094,4.0,1.2617448236470004
wsg_0940,150,0.5,10,11,24.32,9354.31,"276.0
",0.0,False,1000,1,0.004833333333333333,4.0,1.407124727947029
wsg_0941,150,0.5,10,12,22.20,8526.27,"276.0
",0.0,False,1000,1,0.002457142857142857,4.0,1.3130118049735882
wsg_0942,150,0.5,10,13,47.05,18854.91,"277.0
",0.0,False,1000,1,0.003666666666666666,4.0,1.4
wsg_0943,150,0.5,10,14,9.82,3236.13,"275.0
",0.0,False,1000,1,0.0054238095238095235,4.0,1.3505554412907306
wsg_0944,150,0.5,10,15,12.14,4266.27,"274.0
",0.0,False,1000,1,0.007379365079365079,4.0,1.4
wsg_0945,150,0.5,20,1,0.06,17.78,"417.0
",0.0,False,2500,1,0.6666666666666665,10.0,0.0
wsg_0946,150,0.5,20,2,0.06,17.78,"417.0
",0.0,False,2500,1,0.6666666666666665,10.0,0.0
wsg_0947,150,0.5,20,3,0.15,45.05,"417.0
",0.0,False,2500,1,0.6660353535353535,10.0,0.06324555320336758
wsg_0948,150,0.5,20,4,0.06,17.78,"417.0
",0.0,False,2500,1,0.6666666666666665,10.0,0.0
wsg_0949,150,0.5,20,5,0.06,17.78,"417.0
",0.0,False,2500,1,0.6666666666666665,10.0,0.0
wsg_0950,150,0.5,20,6,0.05,12.34,"416.0
",0.0,False,2500,1,0.6657464646464646,10.0,0.06324555320336758
wsg_0951,150,0.5,20,7,0.14,41.18,"417.0
",0.0,False,2500,1,0.6652595959595958,10.0,0.08944271909999159
wsg_0952,150,0.5,20,8,0.07,16.30,"417.0
",0.0,False,2500,1,0.6660353535353534,10.0,0.06324555320336758
wsg_0953,150,0.5,20,9,0.04,11.60,"416.0
",0.0,False,2500,1,0.6646282828282828,10.0,0.10954451150103323
wsg_0954,150,0.5,20,10,0.06,13.83,"416.0
",0.0,False,2500,1,0.664050505050505,10.0,0.10954451150103323
wsg_0955,150,0.5,20,11,0.04,9.76,"414.0
",0.0,False,2500,1,0.6501235209235208,10.0,0.28982753492378877
wsg_0956,150,0.5,20,12,0.04,9.52,"411.0
",0.0,False,2500,1,0.6396305916305917,10.0,0.37416573867739417
wsg_0957,150,0.5,20,13,0.05,11.10,"414.0
",0.0,False,2500,1,0.6511747474747475,10.0,0.2683281572999748
wsg_0958,150,0.5,20,14,0.04,9.11,"411.0
",0.0,False,2500,1,0.644093795093795,10.0,0.37416573867739417
wsg_0959,150,0.5,20,15,0.04,10.95,"412.0
",0.0,False,2500,1,0.6470767676767677,10.0,0.28982753492378877
wsg_0960,150,0.5,30,1,0.44,113.14,"393.0
",0.0,False,2500,1,0.49655007215007213,10.0,0.9695359714832658
wsg_0961,150,0.5,30,2,1.39,379.75,"390.0
",0.0,False,2500,1,0.4864955710955711,10.0,0.938083151964686
wsg_0962,150,0.5,30,3,0.28,77.19,"390.0
",0.0,False,2500,1,0.49370666000666,10.0,0.9591663046625439
wsg_0963,150,0.5,30,4,0.36,101.59,"386.0
",0.0,False,2500,1,0.48047771117771115,10.0,1.0449880382090506
wsg_0964,150,0.5,30,5,0.42,112.28,"389.0
",0.0,False,2500,1,0.48144445554445553,10.0,1.0276186062932104
wsg_0965,150,0.5,30,6,163.78,60789.18,"371.0
",0.0,False,2500,1,0.25844768564768567,10.0,1.6186414056238645
wsg_0966,150,0.5,30,7,1800.01,718224.42,"370.0
",0.004250404250403164,True,2500,1,0.23320542496718968,10.0,1.5414279094398153
wsg_0967,150,0.5,30,8,1800.01,747121.57,"368.0
",0.008609215574853349,True,2500,1,0.2312918042741572,10.0,1.6769019053003666
wsg_0968,150,0.5,30,9,1800.01,722073.81,"369.0
",0.004363297902427594,True,2500,1,0.2360127983127983,10.0,1.528397853963424
wsg_0969,150,0.5,30,10,497.71,189408.94,"368.0
",0.0,False,2500,1,0.2312038517038517,10.0,1.5760710643876437
wsg_0970,150,0.5,30,11,1800.00,810916.74,"359.0
",0.03959841602218968,True,2500,1,0.10485497835497835,10.0,1.9421637418096342
wsg_0971,150,0.5,30,12,1800.86,811798.85,"359.0
",0.042251076445043896,True,2500,1,0.10377569130216187,10.0,1.9503845774615836
wsg_0972,150,0.5,30,13,1800.00,823520.86,"359.0
",0.0544298292314533,True,2500,1,0.08835448734272264,10.0,2.046460358765837
wsg_0973,150,0.5,30,14,1800.86,817224.35,"360.0
",0.04839193858071551,True,2500,1,0.10473054168054168,10.0,1.962651268055535
wsg_0974,150,0.5,30,15,1800.00,819072.44,"359.0
",0.04953838602460204,True,2500,1,0.09298961822491235,10.0,1.998999749874922
wsg_0975,150,0.9,2,1,1800.00,879660.56,"354.0
",0.1018422763441946,True,2500,1,0.01744759750053868,10.0,2.209072203437452
wsg_0976,150,0.9,2,2,1800.01,885571.71,"355.0
",0.1031175276856933,True,2500,1,0.017711334090745857,10.0,2.166102490649969
wsg_0977,150,0.9,2,3,1800.01,887200.36,"352.0
",0.09461647657236495,True,2500,1,0.01760793030498913,10.0,2.186321110907545
wsg_0978,150,0.9,2,4,1800.01,884337.70,"354.0
",0.09833512487528688,True,2500,1,0.01980067220361338,10.0,2.32379000772445
wsg_0979,150,0.9,2,5,1800.07,874731.58,"355.0
",0.10028605211417035,True,2500,1,0.018714849529555412,10.0,2.1466252583997982
wsg_0980,150,0.9,2,6,0.10,32.19,"455.0
",0.0,False,5000,1,0.7105263157894737,20.0,0.0
wsg_0981,150,0.9,2,7,0.18,58.24,"455.0
",0.0,False,5000,1,0.7101231411862992,20.0,0.06324555320336758
wsg_0982,150,0.9,2,8,0.07,21.29,"454.0
",0.0,False,5000,1,0.7100576441102756,20.0,0.06324555320336758
wsg_0983,150,0.9,2,9,0.10,32.19,"455.0
",0.0,False,5000,1,0.7105263157894737,20.0,0.0
wsg_0984,150,0.9,2,10,0.10,32.19,"455.0
",0.0,False,5000,1,0.7105263157894737,20.0,0.0
wsg_0985,150,0.9,2,11,0.06,19.51,"454.0
",0.0,False,5000,1,0.7092512949039265,20.0,0.10954451150103323
wsg_0986,150,0.9,2,12,0.08,21.25,"454.0
",0.0,False,5000,1,0.7071487050960735,20.0,0.17888543819998318
wsg_0987,150,0.9,2,13,0.06,19.76,"454.0
",0.0,False,5000,1,0.70898111946533,20.0,0.12649110640673517
wsg_0988,150,0.9,2,14,0.07,20.59,"454.0
",0.0,False,5000,1,0.7088066833751044,20.0,0.12649110640673517
wsg_0989,150,0.9,2,15,0.07,19.61,"454.0
",0.0,False,5000,1,0.7082512949039265,20.0,0.15491933384829668
wsg_0990,150,0.9,5,1,0.08,19.50,"448.0
",0.0,False,5000,1,0.6945441098289395,20.0,0.4049691346263318
wsg_0991,150,0.9,5,2,0.09,27.02,"446.0
",0.0,False,5000,1,0.6819975283574355,20.0,0.5366563145999496
wsg_0992,150,0.9,5,3,0.07,19.79,"448.0
",0.0,False,5000,1,0.6936169772256728,20.0,0.4049691346263318
wsg_0993,150,0.9,5,4,0.06,17.89,"448.0
",0.0,False,5000,1,0.6859776321373845,20.0,0.5019960159204453
wsg_0994,150,0.9,5,5,0.12,35.79,"449.0
",0.0,False,5000,1,0.6932474805552205,20.0,0.39496835316262996
wsg_0995,150,0.9,5,6,3.29,1008.85,"429.00000000000006
",0.0,False,5000,1,0.5231440372418297,20.0,1.4268847185389575
wsg_0996,150,0.9,5,7,2.90,901.12,"426.99999999999994
",0.0,False,5000,1,0.5131478804913547,20.0,1.354990774876346
wsg_0997,150,0.9,5,8,3.20,1030.34,"427.99999999999966
",0.0,False,5000,1,0.5306509165360895,20.0,1.3371611720357424
wsg_0998,150,0.9,5,9,2.89,873.77,"427.0
",0.0,False,5000,1,0.5180051093497521,20.0,1.375499909123952
wsg_0999,150,0.9,5,10,5.31,1828.14,"429.0
",0.0,False,5000,1,0.5158747274584198,20.0,1.4142135623730951
wsg_1000,150,0.9,5,11,1800.00,783523.38,"414.0
",0.017712329004564535,True,5000,1,0.2706539909124443,20.0,2.2689204481426843
wsg_1001,150,0.9,5,12,1800.76,779604.37,"413.0
",0.019861227712448828,True,5000,1,0.25461478130938625,20.0,2.3108440016582685
wsg_1002,150,0.9,5,13,1800.57,792125.54,"414.0
",0.02343272621788133,True,5000,1,0.2575311441200349,20.0,2.2494443758403984
wsg_1003,150,0.9,5,14,1800.59,783497.04,"415.0
",0.022808934327302837,True,5000,1,0.2601740036824624,20.0,2.1241468875762806
wsg_1004,150,0.9,5,15,1800.87,795509.49,"414.0
",0.024270599828503086,True,5000,1,0.2531405172914959,20.0,2.1428952377566195
wsg_1005,150,0.9,10,1,1800.69,863198.47,"409.0
",0.07611859673616114,True,5000,1,0.11543042674827701,20.0,2.7633313228782392
wsg_1006,150,0.9,10,2,1800.69,853084.00,"410.0
",0.08021040059435001,True,5000,1,0.11566144533109494,20.0,2.7342274960214996
wsg_1007,150,0.9,10,3,1800.75,864327.60,"408.0
",0.08345274756429673,True,5000,1,0.10643034421115993,20.0,2.8551707479588675
wsg_1008,150,0.9,10,4,1800.01,850868.66,"409.0
",0.07658693234388143,True,5000,1,0.11742726619904974,20.0,2.6321094202179363
wsg_1009,150,0.9,10,5,1800.63,854459.20,"408.0
",0.07181036846109444,True,5000,1,0.1215773783664323,20.0,2.6244999523718797
wsg_1010,150,0.9,10,6,1800.80,894488.87,"405.0
",0.1425597158580598,True,5000,1,0.03902325615000685,20.0,3.120256399721023
wsg_1011,150,0.9,10,7,1800.84,895878.43,"404.0
",0.12951544524670502,True,5000,1,0.04073767679413861,20.0,3.026549190084311
wsg_1012,150,0.9,10,8,1800.90,914946.76,"403.0
",0.13421011266668428,True,5000,1,0.03937672430485948,20.0,3.1119125951735853
wsg_1013,150,0.9,10,9,1800.61,889245.56,"400.0
",0.12978703275497505,True,5000,1,0.039026461620223205,20.0,3.0659419433511785
wsg_1014,150,0.9,10,10,1800.87,877076.20,"404.0
",0.13798664918240935,True,5000,1,0.03857199040660959,20.0,2.9698484809834995
wsg_1015,150,0.9,10,11,0.16,45.52,"469.0
",0.0,False,7500,1,0.7241379310344828,30.0,0.0
wsg_1016,150,0.9,10,12,0.20,70.70,"469.0
",0.0,False,7500,1,0.7238231474124689,30.0,0.06324555320336758
wsg_1017,150,0.9,10,13,0.09,29.10,"468.0
",0.0,False,7500,1,0.7237949043911225,30.0,0.06324555320336758
wsg_1018,150,0.9,10,14,0.25,82.60,"469.0
",0.0,False,7500,1,0.7239219979871816,30.0,0.06324555320336758
wsg_1019,150,0.9,10,15,0.14,45.52,"469.0
",0.0,False,7500,1,0.7241379310344828,30.0,0.0
wsg_1020,150,0.9,20,1,0.09,27.83,"467.0
",0.0,False,7500,1,0.7220237406642301,30.0,0.1673320053068151
wsg_1021,150,0.9,20,2,0.09,26.37,"468.0
",0.0,False,7500,1,0.7212397584617829,30.0,0.18973665961010275
wsg_1022,150,0.9,20,3,0.09,28.00,"468.0
",0.0,False,7500,1,0.7224471952963609,30.0,0.15491933384829668
wsg_1023,150,0.9,20,4,0.09,28.05,"468.0
",0.0,False,7500,1,0.7218314317495631,30.0,0.18973665961010275
wsg_1024,150,0.9,20,5,0.08,28.60,"466.0
",0.0,False,7500,1,0.7213883680279676,30.0,0.17888543819998318
wsg_1025,150,0.9,20,6,0.14,44.48,"462.0
",0.0,False,7500,1,0.7079200218724133,30.0,0.48166378315169184
wsg_1026,150,0.9,20,7,0.12,35.31,"460.0
",0.0,False,7500,1,0.6965313754304855,30.0,0.6387487769068525
wsg_1027,150,0.9,20,8,0.15,46.33,"461.9999999999999
",0.0,False,7500,1,0.7049170179602047,30.0,0.5253570214625479
wsg_1028,150,0.9,20,9,0.14,46.44,"461.0
",0.0,False,7500,1,0.6998928359145489,30.0,0.6033241251599343
wsg_1029,150,0.9,20,10,0.10,31.30,"461.0
",0.0,False,7500,1,0.7082750086810153,30.0,0.4774934554525329
wsg_1030,150,0.9,20,11,16.53,6520.49,"447.0
",0.0,False,7500,1,0.5338360651559539,30.0,1.6745148551147582
wsg_1031,150,0.9,20,12,6.40,2164.18,"445.0
",0.0,False,7500,1,0.5234663295250556,30.0,1.7435595774162693
wsg_1032,150,0.9,20,13,17.31,6909.00,"446.0
",0.0,False,7500,1,0.5378102221812985,30.0,1.781010948871455
wsg_1033,150,0.9,20,14,10.01,3757.99,"446.0
",0.0,False,7500,1,0.5330807153724133,30.0,1.6625281952496325
wsg_1034,150,0.9,20,15,30.93,12021.75,"445.0
",0.0,False,7500,1,0.5248220618789801,30.0,1.6552945357246849
wsg_1035,150,0.9,30,1,1800.00,828301.45,"435.0
",0.030908039904202014,True,7500,1,0.27454994942706323,30.0,2.8684490582891655
wsg_1036,150,0.9,30,2,1800.61,826089.83,"434.0
",0.030117203315954643,True,7500,1,0.2661594662766739,30.0,2.7386127875258306
wsg_1037,150,0.9,30,3,1800.01,816182.30,"434.0
",0.028838406730120253,True,7500,1,0.2695727587689661,30.0,2.8851343122981294
wsg_1038,150,0.9,30,4,1800.83,824505.52,"436.0
",0.03207210143142533,True,7500,1,0.2707928093061967,30.0,2.7828043409481737
wsg_1039,150,0.9,30,5,1800.01,813459.92,"434.0
",0.028952290461397773,True,7500,1,0.26780450652336474,30.0,2.7964262908219126
wsg_1040,150,0.9,30,6,1800.01,878201.47,"429.0
",0.07863765679705093,True,7500,1,0.12979159226590747,30.0,3.207491231476713
wsg_1041,150,0.9,30,7,1800.01,879127.38,"431.0
",0.08114684377030737,True,7500,1,0.13237550284252003,30.0,3.302120530810467
wsg_1042,150,0.9,30,8,1800.01,879204.74,"430.0
",0.08613869944856117,True,7500,1,0.12344788187101559,30.0,3.398234835911138
wsg_1043,150,0.9,30,9,1800.01,881475.88,"430.0
",0.08132235984504645,True,7500,1,0.1304869836383012,30.0,3.3298648621227858
wsg_1044,150,0.9,30,10,1800.01,881255.42,"428.0
",0.07489089476297697,True,7500,1,0.13312139901698516,30.0,3.304542328371661
wsg_1045,150,0.9,30,11,1800.01,871160.08,"426.0
",0.14063335992161846,True,7500,1,0.059623709252786865,30.0,3.8496753109840314
wsg_1046,150,0.9,30,12,1800.01,879457.28,"425.0
",0.14100869895051962,True,7500,1,0.05713205196668027,30.0,3.8418745424597094
wsg_1047,150,0.9,30,13,1800.01,874303.46,"425.0
",0.13841511537540938,True,7500,1,0.05842883370698178,30.0,3.6584149573278317
wsg_1048,150,0.9,30,14,1800.01,886617.13,"423.0
",0.12855172523227654,True,7500,1,0.05990697562035489,30.0,3.628222705402743
wsg_1049,150,0.9,30,15,1800.01,883335.46,"424.0
",0.13507893099604906,True,7500,1,0.05885102892035769,30.0,3.7234392703520762
