name,n,d,seed,time,ticks,sol_nodes,gap,time_lim,edges,cnnct_cmp,avg_clust,std_dev_clust
rrg_00264,200,3,10,1800.00,802228.41,"297.0
",0.037155540967666906,True,1000,1,0.001,0.012871156384205216
rrg_00265,200,3,11,1800.00,796137.21,"298.0
",0.03896685798461797,True,1000,1,0.005,0.02843120351538663
rrg_00266,200,3,12,1800.00,804811.10,"299.0
",0.042983984040613654,True,1000,1,0.005,0.028431203515386635
rrg_00267,200,3,13,1800.00,802280.46,"297.0
",0.037081504326867694,True,1000,1,0.004,0.025508168626278648
rrg_00268,200,3,14,1800.00,801884.74,"296.0
",0.033550406434243486,True,1000,1,0.004,0.025508168626278648
rrg_00269,200,3,15,1800.01,808885.57,"294.0
",0.028004019065972927,True,1000,1,0.001,0.012871156384205216
rrg_00270,200,4,1,0.53,135.41,"63.0
",0.0,False,250,1,0.036000000000000004,0.05003998401278722
rrg_00271,200,4,2,0.92,223.71,"62.0
",0.0,False,250,1,0.024000000000000004,0.04270831300812525
rrg_00272,200,4,3,0.59,164.06,"63.0
",0.0,False,250,1,0.03,0.05385164807134505
rrg_00273,200,4,4,0.35,109.66,"62.0
",0.0,False,250,1,0.03,0.04582575694955841
rrg_00274,200,4,5,0.44,134.25,"63.0
",0.0,False,250,1,0.036000000000000004,0.059194594347794977
rrg_00275,200,4,6,0.94,274.89,"64.0
",0.0,False,250,1,0.039,0.06464518543557594
rrg_00276,200,4,7,0.82,228.33,"63.0
",0.0,False,250,1,0.030000000000000006,0.05385164807134505
rrg_00277,200,4,8,0.59,161.95,"62.0
",0.0,False,250,1,0.027000000000000003,0.046593991028886984
rrg_00278,200,4,9,0.53,132.94,"63.0
",0.0,False,250,1,0.03900000000000001,0.0598247440445841
rrg_00279,200,4,10,0.78,191.16,"63.0
",0.0,False,250,1,0.036000000000000004,0.062481997407253236
rrg_00280,200,4,11,0.84,234.27,"63.0
",0.0,False,250,1,0.03,0.060827625302982205
rrg_00281,200,4,12,0.62,156.50,"62.0
",0.0,False,250,1,0.024000000000000004,0.04270831300812525
rrg_00282,200,4,13,0.56,155.61,"63.0
",0.0,False,250,1,0.04499999999999999,0.06383572667401853
rrg_00283,200,4,14,0.85,237.56,"62.0
",0.0,False,250,1,0.018000000000000002,0.03841874542459709
rrg_00284,200,4,15,0.49,123.11,"63.0
",0.0,False,250,1,0.045,0.06383572667401853
rrg_00285,200,5,1,6.08,2358.06,"94.0
",0.0,False,375,1,0.018000000000000002,0.0384187454245971
rrg_00286,200,5,2,9.05,3558.02,"94.0
",0.0,False,375,1,0.02,0.04760952285695232
rrg_00287,200,5,3,10.93,4053.22,"95.0
",0.0,False,375,1,0.03200000000000001,0.05455272678794343
rrg_00288,200,5,4,8.18,3181.22,"94.0
",0.0,False,375,1,0.03,0.051316014394468853
rrg_00289,200,5,5,14.74,5968.80,"95.0
",0.0,False,375,1,0.02,0.04163331998932266
rrg_00290,200,5,6,2.45,857.21,"93.0
",0.0,False,375,1,0.02,0.0447213595499958
rrg_00291,200,5,7,7.40,2885.38,"94.0
",0.0,False,375,1,0.016000000000000004,0.03666060555964672
rrg_00292,200,5,8,2.74,963.04,"93.0
",0.0,False,375,1,0.024000000000000004,0.04270831300812525
rrg_00293,200,5,9,11.79,4634.95,"95.0
",0.0,False,375,1,0.020000000000000004,0.04320493798938574
rrg_00294,200,5,10,4.29,1557.41,"94.0
",0.0,False,375,1,0.028,0.0463609030685699
rrg_00295,200,5,11,7.43,2706.22,"94.0
",0.0,False,375,1,0.026000000000000002,0.04680455818258161
rrg_00296,200,5,12,9.05,3466.46,"94.0
",0.0,False,375,1,0.02,0.041633319989322654
rrg_00297,200,5,13,10.97,4296.24,"94.0
",0.0,False,375,1,0.018000000000000006,0.04331281565541543
rrg_00298,200,5,14,9.48,3624.56,"94.0
",0.0,False,375,1,0.022000000000000002,0.04742713709821977
rrg_00299,200,5,15,7.35,2896.24,"94.0
",0.0,False,375,1,0.012000000000000002,0.032496153618543855
rrg_00300,200,7,1,53.97,23469.09,"125.0
",0.0,False,500,1,0.0165,0.03711805490593493
rrg_00301,200,7,2,59.83,26650.71,"125.0
",0.0,False,500,1,0.022500000000000006,0.04736823830374104
rrg_00302,200,7,3,116.81,52624.79,"125.0
",0.0,False,500,1,0.0105,0.03224515467477245
rrg_00303,200,7,4,168.01,75326.16,"126.0
",0.0,False,500,1,0.015000000000000003,0.035707142142714254
rrg_00304,200,7,5,138.89,63033.13,"125.0
",0.0,False,500,1,0.013500000000000002,0.03417235724968355
rrg_00305,200,7,6,69.06,30185.25,"125.0
",0.0,False,500,1,0.0165,0.038441514018050855
rrg_00306,200,7,7,94.45,41643.81,"125.0
",0.0,False,500,1,0.018000000000000002,0.04093897898091744
rrg_00307,200,7,8,61.62,26737.30,"125.0
",0.0,False,500,1,0.015,0.03968626966596886
rrg_00308,200,7,9,95.02,42266.54,"125.0
",0.0,False,500,1,0.0105,0.030655342111938665
rrg_00309,200,7,10,63.77,27960.60,"125.0
",0.0,False,500,1,0.018000000000000002,0.039698866482558416
rrg_00310,200,7,11,67.73,29616.62,"126.0
",0.0,False,500,1,0.024,0.04923413450036469
rrg_00311,200,7,12,32.83,13950.16,"125.0
",0.0,False,500,1,0.019500000000000003,0.042068396689201266
rrg_00312,200,7,13,42.86,18943.51,"125.0
",0.0,False,500,1,0.021,0.04426059195266146
rrg_00313,200,7,14,129.13,57744.06,"126.0
",0.0,False,500,1,0.013500000000000002,0.03698310425045469
rrg_00314,200,7,15,61.39,27372.46,"125.0
",0.0,False,500,1,0.013500000000000002,0.035605477106759854
rrg_00315,200,10,1,1800.01,824723.20,"157.0
",0.014181073394974238,True,625,1,0.013200000000000002,0.03613530129942188
rrg_00316,200,10,2,1263.05,586296.11,"156.0
",0.0,False,625,1,0.006,0.023748684174075833
rrg_00317,200,10,3,597.39,271970.79,"157.0
",0.0,False,625,1,0.024,0.04543126676640219
rrg_00318,200,10,4,704.46,326571.01,"156.0
",0.0,False,625,1,0.0096,0.029459124223235156
rrg_00319,200,10,5,281.43,128208.42,"155.0
",0.0,False,625,1,0.012,0.03249615361854384
rrg_00320,200,10,6,1800.00,839616.91,"157.0
",0.011423060453085577,True,625,1,0.009600000000000001,0.029459124223235156
rrg_00321,200,10,7,1800.01,838107.74,"157.0
",0.010044309232006709,True,625,1,0.012000000000000002,0.03249615361854385
rrg_00322,200,10,8,1494.55,690882.94,"157.0
",0.0,False,625,1,0.014400000000000001,0.03510897321198671
rrg_00323,200,10,9,1036.85,478837.33,"156.0
",0.0,False,625,1,0.013200000000000002,0.03613530129942188
rrg_00324,200,10,10,1708.95,786912.09,"157.0
",0.0,False,625,1,0.015600000000000001,0.03945427733465663
rrg_00325,200,10,11,1800.00,834917.06,"157.0
",0.009446829133198881,True,625,1,0.0144,0.03510897321198671
rrg_00326,200,10,12,728.35,335357.90,"156.0
",0.0,False,625,1,0.016800000000000002,0.03946846842734083
rrg_00327,200,10,13,1305.92,603661.33,"156.0
",0.0,False,625,1,0.008400000000000001,0.0341970758983864
rrg_00328,200,10,14,1314.48,605990.62,"157.0
",0.0,False,625,1,0.016800000000000002,0.03946846842734083
rrg_00329,200,10,15,888.88,410754.09,"156.0
",0.0,False,625,1,0.013200000000000002,0.03613530129942188
rrg_00330,200,20,1,1800.63,832006.53,"188.0
",0.030867478903881456,True,750,1,0.004000000000000001,0.019595917942265426
rrg_00331,200,20,2,1800.00,819735.19,"187.0
",0.017910373859539058,True,750,1,0.013000000000000001,0.03648287269390941
rrg_00332,200,20,3,1801.26,820510.35,"188.0
",0.030838711335441738,True,750,1,0.008000000000000002,0.027129319932501072
rrg_00333,200,20,4,1801.03,819179.56,"188.0
",0.02467319353223581,True,750,1,0.014,0.035646411694119605
rrg_00334,200,20,5,1800.90,822374.85,"188.0
",0.02212281569081083,True,750,1,0.014,0.035646411694119605
rrg_00335,200,20,6,1801.09,810888.66,"188.0
",0.026209321766049846,True,750,1,0.013999999999999997,0.03656956840507328
rrg_00336,200,20,7,1801.32,818365.41,"188.0
",0.0262567207662787,True,750,1,0.013000000000000001,0.03363034344160047
rrg_00337,200,20,8,1801.16,821832.34,"189.0
",0.032359121463390345,True,750,1,0.014,0.03656956840507328
rrg_00338,200,20,9,1800.94,822827.10,"188.0
",0.03105645057167939,True,750,1,0.006000000000000001,0.025113077602449813
rrg_00339,200,20,10,1801.24,819535.86,"189.0
",0.02777313836853689,True,750,1,0.013999999999999997,0.03834927204871909
rrg_00340,200,20,11,1800.75,821967.85,"188.0
",0.02468276773056474,True,750,1,0.015,0.03926406329796582
rrg_00341,200,20,12,1800.80,823618.13,"190.0
",0.03542499873804086,True,750,1,0.013000000000000001,0.03555746522649405
rrg_00342,200,20,13,1801.02,821203.80,"189.0
",0.02922865531312352,True,750,1,0.013000000000000001,0.03555746522649405
rrg_00343,200,20,14,1800.01,823371.38,"187.0
",0.017657379851765208,True,750,1,0.011,0.031288975694324025
rrg_00344,200,20,15,1800.58,823516.20,"187.0
",0.027649952899154867,True,750,1,0.008000000000000002,0.03059411708155671
rrg_00345,200,30,1,1800.00,823382.74,"314.0
",0.057998604133920786,True,1250,1,0.0066,0.02482820976228452
rrg_00346,200,30,2,1800.00,825712.34,"314.0
",0.062020953491988655,True,1250,1,0.0078000000000000005,0.02755285829092873
rrg_00347,200,30,3,1800.00,821489.85,"313.0
",0.05681173931222153,True,1250,1,0.0066,0.026390149677483835
rrg_00348,200,30,4,1800.00,826214.38,"314.0
",0.05982351758212473,True,1250,1,0.0066,0.02713742802846283
rrg_00349,200,30,5,1800.00,820147.82,"312.0
",0.05517674610722476,True,1250,1,0.006600000000000002,0.026390149677483835
rrg_00350,200,30,6,1800.00,819361.85,"315.0
",0.0664540571377226,True,1250,1,0.004200000000000001,0.020058913230780972
rrg_00351,200,30,7,1800.01,828600.76,"316.0
",0.0676086854555987,True,1250,1,0.007200000000000001,0.025848791074245616
rrg_00352,200,30,8,1800.00,820485.42,"314.0
",0.06012687262525553,True,1250,1,0.0066,0.026390149677483835
rrg_00353,200,30,9,1800.00,824273.07,"313.0
",0.05928772952889504,True,1250,1,0.006600000000000001,0.024828209762284514
rrg_00354,200,30,10,1800.00,826232.06,"314.0
",0.05950594211322879,True,1250,1,0.0066,0.026390149677483835
rrg_00355,200,30,11,1800.00,822224.04,"318.0
",0.07140006844681988,True,1250,1,0.007200000000000001,0.026611275805567835
rrg_00356,200,30,12,1800.00,819265.90,"314.0
",0.058219364111123446,True,1250,1,0.010199999999999999,0.030264831075028323
rrg_00357,200,30,13,1800.00,816320.16,"316.0
",0.06727603663165899,True,1250,1,0.0048000000000000004,0.021376622745419818
rrg_00358,200,30,14,1800.00,822504.08,"317.0
",0.06948654419135122,True,1250,1,0.0078000000000000005,0.028269418105083093
rrg_00359,200,30,15,1800.00,824792.57,"313.0
",0.060287510504361534,True,1250,1,0.006,0.023748684174075836
rrg_00360,250,2,1,0.99,296.32,"67.0
",0.0,False,350,1,0.04857142857142856,0.04414981709142574
rrg_00361,250,2,2,0.80,251.19,"68.0
",0.0,False,350,1,0.058571428571428566,0.05210098340391791
rrg_00362,250,2,3,1.37,426.93,"69.0
",0.0,False,350,1,0.061428571428571416,0.05007703815689275
rrg_00363,250,2,4,0.74,209.60,"68.0
",0.0,False,350,1,0.06714285714285713,0.05349253449936291
rrg_00364,250,2,5,0.79,243.39,"68.0
",0.0,False,350,1,0.05714285714285714,0.044160088073789065
rrg_00365,250,2,6,1.04,320.50,"68.0
",0.0,False,350,1,0.04857142857142856,0.04311036303907152
rrg_00366,250,2,7,1.46,486.39,"69.0
",0.0,False,350,1,0.05571428571428571,0.044698536706177176
rrg_00367,250,2,8,1.14,348.24,"68.0
",0.0,False,350,1,0.05,0.049658699082414784
rrg_00368,250,2,9,0.69,199.86,"68.0
",0.0,False,350,1,0.05428571428571427,0.048571428571428564
rrg_00369,250,2,10,0.99,325.29,"68.0
",0.0,False,350,1,0.04857142857142857,0.04713083059679475
rrg_00370,250,2,11,1.17,375.99,"68.0
",0.0,False,350,1,0.06,0.05199860455130932
rrg_00371,250,2,12,1.06,342.51,"69.0
",0.0,False,350,1,0.05999999999999999,0.045485538804798296
rrg_00372,250,2,13,1.11,375.23,"68.0
",0.0,False,350,1,0.04428571428571429,0.04054895420445303
rrg_00373,250,2,14,1.46,508.47,"68.0
",0.0,False,350,1,0.04857142857142857,0.04516535505287382
rrg_00374,250,2,15,0.75,218.03,"68.0
",0.0,False,350,1,0.06142857142857143,0.04823177225517722
rrg_00375,250,3,1,23.04,9168.55,"102.0
",0.0,False,525,1,0.043809523809523805,0.04206319257156035
rrg_00376,250,3,2,31.16,13096.97,"102.0
",0.0,False,525,1,0.03428571428571428,0.039313842743905314
rrg_00377,250,3,3,23.77,9626.15,"101.0
",0.0,False,525,1,0.030476190476190476,0.03357283572419628
rrg_00378,250,3,4,62.17,26283.25,"102.0
",0.0,False,525,1,0.028571428571428564,0.034338583575847514
rrg_00379,250,3,5,79.09,34498.92,"102.0
",0.0,False,525,1,0.03428571428571428,0.04227827762434665
rrg_00380,250,3,6,31.26,12953.70,"102.0
",0.0,False,525,1,0.035238095238095235,0.03706136766964993
rrg_00381,250,3,7,52.87,22811.49,"103.0
",0.0,False,525,1,0.043809523809523805,0.04617492783638529
rrg_00382,250,3,8,51.10,22027.71,"102.0
",0.0,False,525,1,0.03523809523809523,0.03786837209918294
rrg_00383,250,3,9,54.02,23432.99,"102.0
",0.0,False,525,1,0.028571428571428564,0.03061476432061255
rrg_00384,250,3,10,35.21,14569.56,"103.0
",0.0,False,525,1,0.04285714285714286,0.0395553517281813
rrg_00385,250,3,11,27.96,11289.67,"101.0
",0.0,False,525,1,0.03619047619047619,0.03796804161962172
rrg_00386,250,3,12,16.98,6895.22,"101.0
",0.0,False,525,1,0.03619047619047619,0.03796804161962172
rrg_00387,250,3,13,53.63,22823.82,"103.0
",0.0,False,525,1,0.04476190476190476,0.04159699390266649
rrg_00388,250,3,14,18.39,7319.22,"101.0
",0.0,False,525,1,0.03238095238095238,0.03660580395022114
rrg_00389,250,3,15,22.97,9509.07,"101.0
",0.0,False,525,1,0.030476190476190476,0.03740647192801381
rrg_00390,250,4,1,1004.66,483227.18,"135.0
",0.0,False,700,1,0.026428571428571423,0.033569739910248385
rrg_00391,250,4,2,1801.47,849439.94,"136.0
",0.022838680926899557,True,700,1,0.022857142857142857,0.03297769465367768
rrg_00392,250,4,3,661.38,315713.86,"135.0
",0.0,False,700,1,0.027142857142857146,0.03764917419360373
rrg_00393,250,4,4,1176.15,570937.78,"135.0
",0.0,False,700,1,0.027857142857142855,0.03475782754954226
rrg_00394,250,4,5,1051.22,507595.08,"135.0
",0.0,False,700,1,0.021428571428571432,0.029257632684391684
rrg_00395,250,4,6,1410.04,685188.25,"135.0
",0.0,False,700,1,0.022142857142857145,0.03081563198448434
rrg_00396,250,4,7,1800.01,866930.62,"136.0
",0.011342909256717536,True,700,1,0.027142857142857146,0.03417641307809165
rrg_00397,250,4,8,1695.04,819454.51,"136.0
",0.0,False,700,1,0.03,0.037588896898792155
rrg_00398,250,4,9,494.17,236127.93,"134.0
",0.0,False,700,1,0.022857142857142857,0.02933889866809402
rrg_00399,250,4,10,1349.45,661397.69,"135.0
",0.0,False,700,1,0.024285714285714285,0.031583313140553196
rrg_00400,250,4,11,910.56,432936.43,"136.0
",0.0,False,700,1,0.03428571428571428,0.03600201556463962
rrg_00401,250,4,12,1594.46,768077.78,"135.0
",0.0,False,700,1,0.03,0.03698072060067414
rrg_00402,250,4,13,874.74,418429.66,"135.0
",0.0,False,700,1,0.02857142857142857,0.03333333333333333
rrg_00403,250,4,14,511.84,243997.38,"135.0
",0.0,False,700,1,0.029285714285714283,0.0388839485038128
rrg_00404,250,4,15,1726.80,816082.46,"136.0
",0.0,False,700,1,0.02714285714285714,0.032475352593576215
rrg_00405,250,5,1,1801.85,884592.11,"170.0
",0.04371997110212031,True,875,1,0.022857142857142857,0.03221244671483383
rrg_00406,250,5,2,1801.89,879823.95,"169.0
",0.037342869351030226,True,875,1,0.022285714285714284,0.03045296734235678
rrg_00407,250,5,3,1801.90,884840.23,"170.0
",0.048495903665842194,True,875,1,0.018285714285714284,0.029986542711092457
rrg_00408,250,5,4,1801.90,888352.28,"170.0
",0.04733626466078257,True,875,1,0.02,0.028713930346059683
rrg_00409,250,5,5,1802.19,870604.89,"171.0
",0.04739267246276085,True,875,1,0.026285714285714284,0.03735276462249228
rrg_00410,250,5,6,1801.79,879473.14,"170.0
",0.04392914271500178,True,875,1,0.022285714285714284,0.03162191610625916
rrg_00411,250,5,7,1801.76,880147.52,"169.0
",0.042898107275570294,True,875,1,0.02057142857142857,0.03234507816705121
rrg_00412,250,5,8,1802.14,891323.11,"171.0
",0.045948197339895754,True,875,1,0.026285714285714284,0.03431533112346985
rrg_00413,250,5,9,1802.23,869400.92,"169.0
",0.03794652499633099,True,875,1,0.026285714285714284,0.03404998326789923
rrg_00414,250,5,10,1801.47,879438.77,"168.0
",0.03754346917369166,True,875,1,0.015428571428571427,0.024235428798977224
rrg_00415,250,5,11,1801.50,865079.29,"167.0
",0.028066264256272098,True,875,1,0.01771428571428571,0.028635483751898016
rrg_00416,250,5,12,1801.83,879739.14,"170.0
",0.04475082316701385,True,875,1,0.02057142857142857,0.026486465974504676
rrg_00417,250,5,13,1800.95,857276.67,"168.0
",0.03136247873919368,True,875,1,0.02114285714285714,0.030671398629302037
rrg_00418,250,5,14,1801.80,894462.68,"169.0
",0.04592340455471301,True,875,1,0.01771428571428571,0.028635483751898016
rrg_00419,250,5,15,1801.71,873876.29,"169.0
",0.040850994410430594,True,875,1,0.02057142857142857,0.03091118137158216
rrg_00420,250,7,1,1801.41,877791.01,"204.0
",0.06114573763505983,True,1050,1,0.019047619047619046,0.026370234485454207
rrg_00421,250,7,2,1801.18,870208.15,"204.0
",0.0631963748415398,True,1050,1,0.015714285714285712,0.026129799844417042
rrg_00422,250,7,3,1801.37,874251.16,"203.0
",0.06079783839308143,True,1050,1,0.017619047619047618,0.02829629431761063
rrg_00423,250,7,4,1801.39,869684.70,"203.0
",0.0543533752438176,True,1050,1,0.020476190476190474,0.0312899782071767
rrg_00424,250,7,5,1801.21,878386.38,"205.0
",0.0666562922730991,True,1050,1,0.015714285714285712,0.02524707836535536
rrg_00425,250,7,6,1801.21,874272.12,"204.0
",0.06094454010750034,True,1050,1,0.019999999999999997,0.02818253856503643
rrg_00426,250,7,7,1801.63,868043.43,"204.0
",0.05549992706544015,True,1050,1,0.024285714285714285,0.029987399722238087
rrg_00427,250,7,8,1801.28,878112.41,"203.0
",0.059200210232361355,True,1050,1,0.015714285714285712,0.02524707836535536
rrg_00428,250,7,9,1801.46,876801.81,"203.0
",0.05884004678398959,True,1050,1,0.017619047619047618,0.029086624864905625
rrg_00429,250,7,10,1801.42,873428.50,"202.0
",0.05181665004596098,True,1050,1,0.02,0.029748250836235238
rrg_00430,250,7,11,1800.95,872204.68,"203.0
",0.054378154130509636,True,1050,1,0.021428571428571425,0.033020069940817014
rrg_00431,250,7,12,1801.67,869886.45,"203.0
",0.05377321156391447,True,1050,1,0.023333333333333334,0.03264250112688355
rrg_00432,250,7,13,1801.63,876649.75,"203.0
",0.05745780823866735,True,1050,1,0.016190476190476193,0.02767372802818731
rrg_00433,250,7,14,1801.05,872161.50,"204.0
",0.06352080746768969,True,1050,1,0.016666666666666666,0.027251245576808563
rrg_00434,250,7,15,1801.43,874851.03,"204.0
",0.06258035877293058,True,1050,1,0.017142857142857144,0.027371634025142696
rrg_00435,250,10,1,1800.00,859555.44,"340.0
",0.09769309111598515,True,1750,1,0.009428571428571427,0.021016999921831984
rrg_00436,250,10,2,1800.00,869105.53,"341.0
",0.10188284540994322,True,1750,1,0.008857142857142855,0.021049773645375424
rrg_00437,250,10,3,1800.00,863521.39,"341.0
",0.09619047954627036,True,1750,1,0.012,0.02256238516845672
rrg_00438,250,10,4,1800.00,863701.85,"343.0
",0.1047893770944536,True,1750,1,0.009714285714285713,0.02142243298322193
rrg_00439,250,10,5,1800.01,860089.28,"340.0
",0.09409814766075754,True,1750,1,0.012285714285714285,0.024440960378382982
rrg_00440,250,10,6,1800.00,862247.97,"343.0
",0.10282748921874693,True,1750,1,0.010857142857142855,0.021718462422034488
rrg_00441,250,10,7,1800.00,865861.70,"338.0
",0.09066853973420817,True,1750,1,0.010285714285714285,0.02178767880812008
rrg_00442,250,10,8,1800.00,866280.84,"339.0
",0.09389280001390207,True,1750,1,0.009428571428571429,0.019908862644344685
rrg_00443,250,10,9,1800.00,866230.64,"342.0
",0.10099043441844478,True,1750,1,0.008857142857142857,0.01994345748857603
rrg_00444,250,10,10,1800.00,865983.05,"340.0
",0.09534858015352358,True,1750,1,0.011714285714285714,0.024163276797202635
rrg_00445,250,10,11,1800.02,862776.23,"341.0
",0.09661373944060209,True,1750,1,0.011714285714285714,0.02220722850182855
rrg_00446,250,10,12,1800.00,864468.89,"341.0
",0.1005263957920858,True,1750,1,0.009428571428571427,0.020359356604778653
rrg_00447,250,10,13,1800.01,866201.73,"339.0
",0.094901028317429,True,1750,1,0.01,0.020751198637619928
rrg_00448,250,10,14,1800.01,861087.41,"341.0
",0.09530876510744533,True,1750,1,0.012857142857142855,0.0229906813420444
rrg_00449,250,10,15,1800.28,861862.84,"340.0
",0.09583683655121691,True,1750,1,0.011142857142857142,0.021886327646923335
rrg_00450,250,20,1,1.23,390.90,"73.0
",0.0,False,500,1,0.07866666666666665,0.0336165743952901
rrg_00451,250,20,2,0.97,316.10,"73.0
",0.0,False,500,1,0.09399999999999999,0.03948495572233887
rrg_00452,250,20,3,1.10,360.31,"73.0
",0.0,False,500,1,0.08933333333333332,0.03987387523085668
rrg_00453,250,20,4,1.48,518.83,"73.0
",0.0,False,500,1,0.07999999999999999,0.037843080813169776
rrg_00454,250,20,5,1.63,537.51,"74.0
",0.0,False,500,1,0.08599999999999998,0.04224034698697735
rrg_00455,250,20,6,0.98,316.52,"73.0
",0.0,False,500,1,0.07999999999999999,0.03810317377662722
rrg_00456,250,20,7,0.97,319.05,"73.0
",0.0,False,500,1,0.07333333333333333,0.03868198930117602
rrg_00457,250,20,8,3.51,1205.46,"73.0
",0.0,False,500,1,0.07066666666666666,0.03316699236765446
rrg_00458,250,20,9,0.88,265.34,"72.0
",0.0,False,500,1,0.07933333333333331,0.038265479398280726
rrg_00459,250,20,10,1.51,512.32,"73.0
",0.0,False,500,1,0.07733333333333332,0.03420778916425574
rrg_00460,250,20,11,1.36,457.59,"73.0
",0.0,False,500,1,0.09733333333333333,0.039849098073657205
rrg_00461,250,20,12,2.03,685.47,"74.0
",0.0,False,500,1,0.078,0.034065296776109914
rrg_00462,250,20,13,0.95,317.09,"73.0
",0.0,False,500,1,0.08866666666666663,0.040184144038398595
rrg_00463,250,20,14,1.13,356.95,"73.0
",0.0,False,500,1,0.07533333333333332,0.03581778301691652
rrg_00464,250,20,15,1.66,562.40,"73.0
",0.0,False,500,1,0.0873333333333333,0.03800649717035883
rrg_00465,250,30,1,132.30,53340.89,"110.0
",0.0,False,750,1,0.05911111111111109,0.03402540808075237
rrg_00466,250,30,2,72.37,28365.75,"109.0
",0.0,False,750,1,0.06177777777777777,0.035077339595334475
rrg_00467,250,30,3,89.69,35703.75,"110.0
",0.0,False,750,1,0.056444444444444436,0.0336165743952901
rrg_00468,250,30,4,160.52,67861.78,"110.0
",0.0,False,750,1,0.05422222222222222,0.03379726533364677
rrg_00469,250,30,5,45.71,18541.66,"109.0
",0.0,False,750,1,0.06844444444444445,0.040614214301056974
rrg_00470,250,30,6,108.80,45011.16,"109.0
",0.0,False,750,1,0.04933333333333333,0.03450961576498518
rrg_00471,250,30,7,153.10,63622.72,"110.0
",0.0,False,750,1,0.056444444444444436,0.0324200821774878
rrg_00472,250,30,8,88.26,36409.34,"109.0
",0.0,False,750,1,0.05422222222222222,0.03408824182108362
rrg_00473,250,30,9,51.75,20805.02,"109.0
",0.0,False,750,1,0.05333333333333333,0.027755546659548436
rrg_00474,250,30,10,64.34,27286.56,"109.0
",0.0,False,750,1,0.05733333333333332,0.03298783913602401
rrg_00475,250,30,11,209.70,91587.15,"110.0
",0.0,False,750,1,0.052444444444444446,0.032988837119328665
rrg_00476,250,30,12,153.40,66142.38,"110.0
",0.0,False,750,1,0.05733333333333333,0.030927500514361703
rrg_00477,250,30,13,211.32,89074.58,"110.0
",0.0,False,750,1,0.04666666666666666,0.033823555723943334
rrg_00478,250,30,14,62.04,25234.40,"109.0
",0.0,False,750,1,0.05288888888888889,0.03252552021137519
rrg_00479,250,30,15,158.44,66046.35,"110.0
",0.0,False,750,1,0.055111111111111104,0.03420778916425574
rrg_00480,300,2,1,1803.04,805391.33,"147.0
",0.03799733292818198,True,1000,1,0.044333333333333336,0.027710808160154563
rrg_00481,300,2,2,1802.59,818786.50,"147.0
",0.03481392557020465,True,1000,1,0.050333333333333334,0.029604595906133086
rrg_00482,300,2,3,1801.96,805875.09,"145.0
",0.025216282604449466,True,1000,1,0.04233333333333333,0.02763049844726737
rrg_00483,300,2,4,1802.59,822060.24,"146.0
",0.036601027397234816,True,1000,1,0.03666666666666667,0.025700074458267507
rrg_00484,300,2,5,1801.86,824982.54,"145.0
",0.026046067875135085,True,1000,1,0.044333333333333336,0.030671295946890283
rrg_00485,300,2,6,1802.37,815134.81,"146.0
",0.03302348336592639,True,1000,1,0.03899999999999999,0.029101567562038664
rrg_00486,300,2,7,1802.06,796875.19,"145.0
",0.023842364532003252,True,1000,1,0.040999999999999995,0.029656261179732246
rrg_00487,300,2,8,1802.86,828262.43,"147.0
",0.04557823129248593,True,1000,1,0.03766666666666667,0.024464385805482755
rrg_00488,300,2,9,1802.04,831890.63,"145.0
",0.02926374650510553,True,1000,1,0.03866666666666667,0.028738067840581707
rrg_00489,300,2,10,1802.67,822817.62,"146.0
",0.03392127805686753,True,1000,1,0.04233333333333333,0.03285565137324923
rrg_00490,300,2,11,1802.47,833072.92,"146.0
",0.03310502283102762,True,1000,1,0.041333333333333326,0.029484459183327972
rrg_00491,300,2,12,1802.87,820498.33,"146.0
",0.03538286724320591,True,1000,1,0.04033333333333333,0.029903342230312817
rrg_00492,300,2,13,1802.35,772178.94,"145.0
",0.026724137931016252,True,1000,1,0.044000000000000004,0.029893638614755975
rrg_00493,300,2,14,1802.47,822193.35,"146.0
",0.035616438356140694,True,1000,1,0.04033333333333333,0.027132732726085393
rrg_00494,300,2,15,1802.69,840206.44,"146.0
",0.036267684706913966,True,1000,1,0.035,0.02624081261915454
rrg_00495,300,3,1,1801.86,908147.41,"182.0
",0.06185245192302267,True,1250,1,0.031466666666666664,0.025943376137891126
rrg_00496,300,3,2,1801.89,914707.67,"183.0
",0.07229601230442,True,1250,1,0.029333333333333333,0.02570103519075726
rrg_00497,300,3,3,1801.83,900584.52,"182.0
",0.06513195280413149,True,1250,1,0.031733333333333336,0.025961186603784953
rrg_00498,300,3,4,1802.94,917171.65,"183.0
",0.06635048207982905,True,1250,1,0.03493333333333334,0.02534518241411843
rrg_00499,300,3,5,1802.23,910828.60,"183.0
",0.06526121724378897,True,1250,1,0.035733333333333325,0.02620277998633629
rrg_00500,300,3,6,1802.44,908159.95,"181.0
",0.05671663596000432,True,1250,1,0.03359999999999999,0.026160530065985538
rrg_00501,300,3,7,1802.68,921292.37,"183.0
",0.06661238942060807,True,1250,1,0.032,0.024082163882922784
rrg_00502,300,3,8,1802.42,919559.55,"184.0
",0.07751581900052125,True,1250,1,0.027466666666666667,0.022002289443163427
rrg_00503,300,3,9,1802.24,915334.18,"182.0
",0.06475344339044291,True,1250,1,0.03093333333333333,0.024326340953738416
